No.	NAME	IDDE	IVDE	rGes	IC0	IC1	IC2	IC4	SIC0	SIC1	SIC4	CIC0	BIC2	BIC3
1	Ceftriaxone	4.89214722366454	1.5545851693378	0.972222222222222	2.09534314155401	4.48151514150159	5.28679019882711	5.40217481421173	0.367575703833124	0.786170078641408	0.947676860263926	3.60509657658708	0.876250545913973	0.895374783573957
2	Nocardicin B	4.40576458465545	1.56053582761949	0.833333333333333	1.736657032555	4.23375809147804	5.0223907188167	5.42917037983364	0.295217135900061	0.719703380938152	0.92291344796496	4.14598601680684	0.814011631850085	0.868952826559618
3	BL-S217	4.4871228053978	1.55594719980261	0.896551724137931	1.87592218222365	3.97448398178769	4.97017552146435	5.09517552146435	0.335888053318429	0.711640226997851	0.912302548281468	3.7090403184975	0.84844514272039	0.869783552678356
4	Nocardicin B	4.40576458465545	1.56053582761949	0.833333333333333	1.736657032555	4.23375809147804	5.0223907188167	5.42917037983364	0.295217135900061	0.719703380938152	0.92291344796496	4.14598601680684	0.814011631850085	0.868952826559618
5	Ceftazidime	4.93918309535868	1.6976152505581	0.864864864864865	1.93543925466025	4.44351375344985	5.26721095191222	5.31470901229435	0.330393570117429	0.758540144999751	0.907259517693025	3.92254174046732	0.852312044593441	0.859997927943873
6	Cefoperazone	5.1240932663154	1.54402409648195	0.931818181818182	1.94589498224472	4.2867789417747	5.40043230253563	5.73628623116887	0.317475139729249	0.699393212864132	0.93588209506893	4.18338803470025	0.839276506969085	0.891471275143997
7	SCE-796	4.61499730265925	1.54617772424095	0.828571428571429	1.82147949847564	4.08457598552666	5.00662135481964	5.34748009475606	0.316510009585918	0.70975774660949	0.929206712163488	3.93340800368783	0.819612230456763	0.867061054925257
8	Imipenem	3.92192809488736	1.57095059445467	0.95	1.82401266800535	3.86419829776902	4.86472667638129	4.86472667638129	0.350135137026058	0.74176655909127	0.93382670597992	3.3854406976236	0.902158811317604	0.902158811317604
9	Ceftazidime	4.93918309535868	1.6976152505581	0.864864864864865	1.93543925466025	4.44351375344985	5.26721095191222	5.31470901229435	0.330393570117429	0.758540144999751	0.907259517693025	3.92254174046732	0.852312044593441	0.859997927943873
10	Ceftazidime	4.93918309535868	1.6976152505581	0.864864864864865	1.93543925466025	4.44351375344985	5.26721095191222	5.31470901229435	0.330393570117429	0.758540144999751	0.907259517693025	3.92254174046732	0.852312044593441	0.859997927943873
11	Cefoperazone	5.1240932663154	1.54402409648195	0.931818181818182	1.94589498224472	4.2867789417747	5.40043230253563	5.73628623116887	0.317475139729249	0.699393212864132	0.93588209506893	4.18338803470025	0.839276506969085	0.891471275143997
12	Cefsulodin	4.29187943270796	1.7049039546465	0.805555555555556	1.91193937960741	4.20704732399828	5.01033476885981	5.34499607716102	0.330707562640447	0.727691673319773	0.924522316896694	3.86942033391725	0.814722080680182	0.86099592561975
13	SCE-796	4.61499730265925	1.54617772424095	0.828571428571429	1.82147949847564	4.08457598552666	5.00662135481964	5.34748009475606	0.316510009585918	0.70975774660949	0.929206712163488	3.93340800368783	0.819612230456763	0.867061054925257
14	Cefsulodin	4.29187943270796	1.7049039546465	0.805555555555556	1.91193937960741	4.20704732399828	5.01033476885981	5.34499607716102	0.330707562640447	0.727691673319773	0.924522316896694	3.86942033391725	0.814722080680182	0.86099592561975
15	Cefsulodin	4.29187943270796	1.7049039546465	0.805555555555556	1.91193937960741	4.20704732399828	5.01033476885981	5.34499607716102	0.330707562640447	0.727691673319773	0.924522316896694	3.86942033391725	0.814722080680182	0.86099592561975
16	Imipenem	3.92192809488736	1.57095059445467	0.95	1.82401266800535	3.86419829776902	4.86472667638129	4.86472667638129	0.350135137026058	0.74176655909127	0.93382670597992	3.3854406976236	0.902158811317604	0.902158811317604
17	Ceftazidime	4.93918309535868	1.6976152505581	0.864864864864865	1.93543925466025	4.44351375344985	5.26721095191222	5.31470901229435	0.330393570117429	0.758540144999751	0.907259517693025	3.92254174046732	0.852312044593441	0.859997927943873
18	Cefsulodin	4.29187943270796	1.7049039546465	0.805555555555556	1.91193937960741	4.20704732399828	5.01033476885981	5.34499607716102	0.330707562640447	0.727691673319773	0.924522316896694	3.86942033391725	0.814722080680182	0.86099592561975
19	Cefsulodin	4.29187943270796	1.7049039546465	0.805555555555556	1.91193937960741	4.20704732399828	5.01033476885981	5.34499607716102	0.330707562640447	0.727691673319773	0.924522316896694	3.86942033391725	0.814722080680182	0.86099592561975
20	Nocardicin B	4.40576458465545	1.56053582761949	0.833333333333333	1.736657032555	4.23375809147804	5.0223907188167	5.42917037983364	0.295217135900061	0.719703380938152	0.92291344796496	4.14598601680684	0.814011631850085	0.868952826559618
21	Imipenem	3.92192809488736	1.57095059445467	0.95	1.82401266800535	3.86419829776902	4.86472667638129	4.86472667638129	0.350135137026058	0.74176655909127	0.93382670597992	3.3854406976236	0.902158811317604	0.902158811317604
22	Imipenem	3.92192809488736	1.57095059445467	0.95	1.82401266800535	3.86419829776902	4.86472667638129	4.86472667638129	0.350135137026058	0.74176655909127	0.93382670597992	3.3854406976236	0.902158811317604	0.902158811317604
23	Imipenem	3.92192809488736	1.57095059445467	0.95	1.82401266800535	3.86419829776902	4.86472667638129	4.86472667638129	0.350135137026058	0.74176655909127	0.93382670597992	3.3854406976236	0.902158811317604	0.902158811317604
24	Imipenem	3.92192809488736	1.57095059445467	0.95	1.82401266800535	3.86419829776902	4.86472667638129	4.86472667638129	0.350135137026058	0.74176655909127	0.93382670597992	3.3854406976236	0.902158811317604	0.902158811317604
25	Imipenem	3.92192809488736	1.57095059445467	0.95	1.82401266800535	3.86419829776902	4.86472667638129	4.86472667638129	0.350135137026058	0.74176655909127	0.93382670597992	3.3854406976236	0.902158811317604	0.902158811317604
26	Cyclacillin	3.88204510813686	1.87336833156964	0.826086956521739	1.71051475115261	3.17943069009632	4.08358737002381	4.56128668417679	0.309676032379233	0.575612388417193	0.825787185961585	3.8130472049044	0.71990147491382	0.782999986589112
27	Imipenem	3.92192809488736	1.57095059445467	0.95	1.82401266800535	3.86419829776902	4.86472667638129	4.86472667638129	0.350135137026058	0.74176655909127	0.93382670597992	3.3854406976236	0.902158811317604	0.902158811317604
28	Ceftazidime	4.93918309535868	1.6976152505581	0.864864864864865	1.93543925466025	4.44351375344985	5.26721095191222	5.31470901229435	0.330393570117429	0.758540144999751	0.907259517693025	3.92254174046732	0.852312044593441	0.859997927943873
29	Ceftazidime	4.93918309535868	1.6976152505581	0.864864864864865	1.93543925466025	4.44351375344985	5.26721095191222	5.31470901229435	0.330393570117429	0.758540144999751	0.907259517693025	3.92254174046732	0.852312044593441	0.859997927943873
30	Cefoperazone	5.1240932663154	1.54402409648195	0.931818181818182	1.94589498224472	4.2867789417747	5.40043230253563	5.73628623116887	0.317475139729249	0.699393212864132	0.93588209506893	4.18338803470025	0.839276506969085	0.891471275143997
31	Ceftazidime	4.93918309535868	1.6976152505581	0.864864864864865	1.93543925466025	4.44351375344985	5.26721095191222	5.31470901229435	0.330393570117429	0.758540144999751	0.907259517693025	3.92254174046732	0.852312044593441	0.859997927943873
32	Cefoperazone	5.1240932663154	1.54402409648195	0.931818181818182	1.94589498224472	4.2867789417747	5.40043230253563	5.73628623116887	0.317475139729249	0.699393212864132	0.93588209506893	4.18338803470025	0.839276506969085	0.891471275143997
33	Ceftazidime	4.93918309535868	1.6976152505581	0.864864864864865	1.93543925466025	4.44351375344985	5.26721095191222	5.31470901229435	0.330393570117429	0.758540144999751	0.907259517693025	3.92254174046732	0.852312044593441	0.859997927943873
