No.	NAME	qpmax	qnmax	Qpos	Qtot	Qmean	Q2	RPCG	RNCG	LDI
1	Ceftriaxone	0.298098057508469	-0.843070268630981	3.46277776919305	8.92555558169261	0.171645299647935	2.76936851391656	0.0860863957717783	0.154329957682322	0.272625378857959
2	Nocardicin B	0.345468252897263	-0.84594452381134	4.63971447851509	10.279429028742	0.174227610656644	3.72235354107397	0.0744589466651464	0.149997755432019	0.261989361927158
3	BL-S217	0.304250240325928	-0.843069553375244	3.48390788445249	6.96781570324674	0.145162827150974	2.00284489419482	0.0873301621101104	0.241989626943408	0.216122820749879
4	Nocardicin B	0.345468252897263	-0.84594452381134	4.63971447851509	10.279429028742	0.174227610656644	3.72235354107397	0.0744589466651464	0.149997755432019	0.261989361927158
5	Ceftazidime	0.276391565799713	-0.844834208488464	4.02706832578406	9.05413665389642	0.156105804377525	2.95713386028638	0.0686334433488661	0.168057037093366	0.240667987309518
6	Cefoperazone	0.326453894376755	-0.843070268630981	4.33802108280361	9.67604216746986	0.138229173820998	2.75088846206199	0.0752541050735908	0.157936856235496	0.231864557500828
7	SCE-796	0.254185140132904	-0.846840858459473	3.76705532707274	8.53411074727774	0.158039087912551	2.78348207107047	0.0674758181293884	0.177644433263806	0.225464206907833
8	Imipenem	0.446495920419693	-0.843053460121155	2.85759825748391	5.71519653243013	0.15446477114676	1.8518476898671	0.156248667653104	0.295021685697589	0.232082644403961
9	Ceftazidime	0.276391565799713	-0.844834208488464	4.02706832578406	9.05413665389642	0.156105804377525	2.95713386028638	0.0686334433488661	0.168057037093366	0.240667987309518
10	Ceftazidime	0.276391565799713	-0.844834208488464	4.02706832578406	9.05413665389642	0.156105804377525	2.95713386028638	0.0686334433488661	0.168057037093366	0.240667987309518
11	Cefoperazone	0.326453894376755	-0.843070268630981	4.33802108280361	9.67604216746986	0.138229173820998	2.75088846206199	0.0752541050735908	0.157936856235496	0.231864557500828
12	Cefsulodin	0.254185318946838	-0.843068659305573	3.83198636583984	8.66397277265787	0.157526777684689	2.66498487736681	0.0663325217471461	0.174476620653565	0.2266554696935
13	SCE-796	0.254185140132904	-0.846840858459473	3.76705532707274	8.53411074727774	0.158039087912551	2.78348207107047	0.0674758181293884	0.177644433263806	0.225464206907833
14	Cefsulodin	0.254185318946838	-0.843068659305573	3.83198636583984	8.66397277265787	0.157526777684689	2.66498487736681	0.0663325217471461	0.174476620653565	0.2266554696935
15	Cefsulodin	0.254185318946838	-0.843068659305573	3.83198636583984	8.66397277265787	0.157526777684689	2.66498487736681	0.0663325217471461	0.174476620653565	0.2266554696935
16	Imipenem	0.446495920419693	-0.843053460121155	2.85759825748391	5.71519653243013	0.15446477114676	1.8518476898671	0.156248667653104	0.295021685697589	0.232082644403961
17	Ceftazidime	0.276391565799713	-0.844834208488464	4.02706832578406	9.05413665389642	0.156105804377525	2.95713386028638	0.0686334433488661	0.168057037093366	0.240667987309518
18	Cefsulodin	0.254185318946838	-0.843068659305573	3.83198636583984	8.66397277265787	0.157526777684689	2.66498487736681	0.0663325217471461	0.174476620653565	0.2266554696935
19	Cefsulodin	0.254185318946838	-0.843068659305573	3.83198636583984	8.66397277265787	0.157526777684689	2.66498487736681	0.0663325217471461	0.174476620653565	0.2266554696935
20	Nocardicin B	0.345468252897263	-0.84594452381134	4.63971447851509	10.279429028742	0.174227610656644	3.72235354107397	0.0744589466651464	0.149997755432019	0.261989361927158
21	Imipenem	0.446495920419693	-0.843053460121155	2.85759825748391	5.71519653243013	0.15446477114676	1.8518476898671	0.156248667653104	0.295021685697589	0.232082644403961
22	Imipenem	0.446495920419693	-0.843053460121155	2.85759825748391	5.71519653243013	0.15446477114676	1.8518476898671	0.156248667653104	0.295021685697589	0.232082644403961
23	Imipenem	0.446495920419693	-0.843053460121155	2.85759825748391	5.71519653243013	0.15446477114676	1.8518476898671	0.156248667653104	0.295021685697589	0.232082644403961
24	Imipenem	0.446495920419693	-0.843053460121155	2.85759825748391	5.71519653243013	0.15446477114676	1.8518476898671	0.156248667653104	0.295021685697589	0.232082644403961
25	Imipenem	0.446495920419693	-0.843053460121155	2.85759825748391	5.71519653243013	0.15446477114676	1.8518476898671	0.156248667653104	0.295021685697589	0.232082644403961
26	Cyclacillin	0.345756441354752	-0.846148192882538	3.05917464755476	6.1183492410928	0.13300759219767	1.95458828905248	0.113022785943627	0.276593625832887	0.219339569176858
27	Imipenem	0.446495920419693	-0.843053460121155	2.85759825748391	5.71519653243013	0.15446477114676	1.8518476898671	0.156248667653104	0.295021685697589	0.232082644403961
28	Ceftazidime	0.276391565799713	-0.844834208488464	4.02706832578406	9.05413665389642	0.156105804377525	2.95713386028638	0.0686334433488661	0.168057037093366	0.240667987309518
29	Ceftazidime	0.276391565799713	-0.844834208488464	4.02706832578406	9.05413665389642	0.156105804377525	2.95713386028638	0.0686334433488661	0.168057037093366	0.240667987309518
30	Cefoperazone	0.326453894376755	-0.843070268630981	4.33802108280361	9.67604216746986	0.138229173820998	2.75088846206199	0.0752541050735908	0.157936856235496	0.231864557500828
31	Ceftazidime	0.276391565799713	-0.844834208488464	4.02706832578406	9.05413665389642	0.156105804377525	2.95713386028638	0.0686334433488661	0.168057037093366	0.240667987309518
32	Cefoperazone	0.326453894376755	-0.843070268630981	4.33802108280361	9.67604216746986	0.138229173820998	2.75088846206199	0.0752541050735908	0.157936856235496	0.231864557500828
33	Ceftazidime	0.276391565799713	-0.844834208488464	4.02706832578406	9.05413665389642	0.156105804377525	2.95713386028638	0.0686334433488661	0.168057037093366	0.240667987309518
34	Imipenem	0.446495920419693	-0.843053460121155	2.85759825748391	5.71519653243013	0.15446477114676	1.8518476898671	0.156248667653104	0.295021685697589	0.232082644403961
35	Cefoperazone	0.326453894376755	-0.843070268630981	4.33802108280361	9.67604216746986	0.138229173820998	2.75088846206199	0.0752541050735908	0.157936856235496	0.231864557500828
36	Ceftazidime	0.276391565799713	-0.844834208488464	4.02706832578406	9.05413665389642	0.156105804377525	2.95713386028638	0.0686334433488661	0.168057037093366	0.240667987309518
37	Ceftriaxone	0.298098057508469	-0.843070268630981	3.46277776919305	8.92555558169261	0.171645299647935	2.76936851391656	0.0860863957717783	0.154329957682322	0.272625378857959
38	Ceftazidime	0.276391565799713	-0.844834208488464	4.02706832578406	9.05413665389642	0.156105804377525	2.95713386028638	0.0686334433488661	0.168057037093366	0.240667987309518
39	Cefsulodin	0.254185318946838	-0.843068659305573	3.83198636583984	8.66397277265787	0.157526777684689	2.66498487736681	0.0663325217471461	0.174476620653565	0.2266554696935
40	Ceftazidime	0.276391565799713	-0.844834208488464	4.02706832578406	9.05413665389642	0.156105804377525	2.95713386028638	0.0686334433488661	0.168057037093366	0.240667987309518
41	Nocardicin B	0.345468252897263	-0.84594452381134	4.63971447851509	10.279429028742	0.174227610656644	3.72235354107397	0.0744589466651464	0.149997755432019	0.261989361927158
42	Cyclacillin	0.345756441354752	-0.846148192882538	3.05917464755476	6.1183492410928	0.13300759219767	1.95458828905248	0.113022785943627	0.276593625832887	0.219339569176858
43	Cefuroxime	0.406491458415985	-0.843069553375244	3.41406682902016	7.82813366618939	0.177912128777032	2.50187006991928	0.119063708700936	0.19099610052935	0.287506554741412
44	Cefuroxime	0.406491458415985	-0.843069553375244	3.41406682902016	7.82813366618939	0.177912128777032	2.50187006991928	0.119063708700936	0.19099610052935	0.287506554741412
45	Cefuroxime	0.406491458415985	-0.843069553375244	3.41406682902016	7.82813366618939	0.177912128777032	2.50187006991928	0.119063708700936	0.19099610052935	0.287506554741412
46	Imipenem	0.446495920419693	-0.843053460121155	2.85759825748391	5.71519653243013	0.15446477114676	1.8518476898671	0.156248667653104	0.295021685697589	0.232082644403961
47	Cefmetazole	0.284974008798599	-0.843070268630981	2.5897705219686	6.17954107001424	0.134337849348136	1.76825009693857	0.110038324392532	0.23485352541264	0.210825241442459
48	Ceftazidime	0.276391565799713	-0.844834208488464	4.02706832578406	9.05413665389642	0.156105804377525	2.95713386028638	0.0686334433488661	0.168057037093366	0.240667987309518
49	Cefoperazone	0.326453894376755	-0.843070268630981	4.33802108280361	9.67604216746986	0.138229173820998	2.75088846206199	0.0752541050735908	0.157936856235496	0.231864557500828
50	Imipenem	0.446495920419693	-0.843053460121155	2.85759825748391	5.71519653243013	0.15446477114676	1.8518476898671	0.156248667653104	0.295021685697589	0.232082644403961
51	Ofloxacin	0.348275423049927	-0.84395033121109	3.2033310867846	6.40666220989078	0.139275265432408	1.92338417042629	0.108722893018066	0.26346022274236	0.194461910700311
52	Nocardicin B	0.345468252897263	-0.84594452381134	4.63971447851509	10.279429028742	0.174227610656644	3.72235354107397	0.0744589466651464	0.149997755432019	0.261989361927158
53	SCE-796	0.254185140132904	-0.846840858459473	3.76705532707274	8.53411074727774	0.158039087912551	2.78348207107047	0.0674758181293884	0.177644433263806	0.225464206907833
54	Cefsulodin	0.254185318946838	-0.843068659305573	3.83198636583984	8.66397277265787	0.157526777684689	2.66498487736681	0.0663325217471461	0.174476620653565	0.2266554696935
55	SCE-796	0.254185140132904	-0.846840858459473	3.76705532707274	8.53411074727774	0.158039087912551	2.78348207107047	0.0674758181293884	0.177644433263806	0.225464206907833
56	Ceftazidime	0.276391565799713	-0.844834208488464	4.02706832578406	9.05413665389642	0.156105804377525	2.95713386028638	0.0686334433488661	0.168057037093366	0.240667987309518
